Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,indust4,BigBusnn,deathapp,wronglaw,censor,tradvals,stifsent,NatIdGB,NHSSat,ECPolicy2,EURefV2,EURefb,EUVOTWHO
Male,Church of England,Yes,Item not applicable,Labour,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,Neither,5,5,4,1,1,1,1,1,1,1,5,4,3,3,3,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Don’t know,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion,Yes,Item not applicable,Labour,1,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,5,5,4,1,1,1,1,1,1,1,5,5,4,5,4,Other,Neither satisfied nor dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,UK Independence Party (UKIP),4,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,British not (English/Scottish/Welsh),Quite satisfied,to work for the formation of a single European government,Yes,Leave the European Union,Leave the European Union 
Male,No religion,Yes,Item not applicable,Labour,3,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion,Yes,Item not applicable,Labour,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,2,3,2,2,2,2,3,2,5,3,2,3,2,More (English/Scottish/Welsh) than British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,Conservative,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Neither,5,2,3,2,3,5,2,3,1,3,1,2,1,1,1,Equally (English/Scottish/Welsh) and British,Very satisfied,to stay in the EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,No religion,Yes,Item not applicable,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,2,4,2,2,2,2,4,1,5,4,5,4,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave things as they are,Yes,Remain a member of the European Union,Remain a member of the European Union 
Male,No religion, No,Yes,Liberal Democrat,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,4,3,3,3,3,2,1,2,2,1,1,2,4,2,1,More British than (English/Scottish/Welsh),Quite satisfied,to stay in the EU and try to reduce the EUs powers,No,Remain a member of the European Union,"skip, didnt return SC questionnaire"
Female,Other Christian,Yes,Item not applicable,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Other answer ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Refused to say,3,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,2,4,4,3,4,4,3,2,3,4,3,3,3,2,2,More British than (English/Scottish/Welsh),Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian,Yes,Item not applicable,Labour,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause,2,3,2,3,3,2,3,2,1,2,2,2,2,2,2,Other,Quite satisfied,to stay in the EU and try to reduce the EUs powers,No,Remain a member of the European Union,"skip, didnt return SC questionnaire"
Female,No religion,Yes,Item not applicable,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,3,5,5,3,1,3,3,3,3,2,5,4,2,3,3,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to work for the formation of a single European government,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,No religion, No,Yes,Labour,2,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,1,4,2,2,2,4,3,2,2,4,2,2,4,4,3,Equally (English/Scottish/Welsh) and British,Very satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,1,1,3,4,1,1,1,1,1,1,2,2,2,1,1,British not (English/Scottish/Welsh),Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Church of England,Yes,Item not applicable,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,2,2,2,2,2,3,2,1,4,3,1,1,3,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,,5,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,British not (English/Scottish/Welsh),Quite dissatisfied,Don’t know,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion,Yes,Item not applicable,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,More (English/Scottish/Welsh) than British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Don’t know,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,5,4,2,2,2,1,2,4,2,4,4,2,2,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,4,3,2,5,4,4,3,4,1,1,1,2,1,British not (English/Scottish/Welsh),Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,1,2,3,3,1,2,2,2,2,2,1,2,1,1,1,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave the European Union,Yes,Leave the European Union,Leave the European Union 
Female,No religion, No,Yes,Labour,2,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,4,5,4,1,3,2,1,1,1,2,4,3,2,4,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Non-Christian, No, No,,5,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,British not (English/Scottish/Welsh),Quite satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,,5,Schedule not applicable,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too high and disc,1,1,3,1,1,1,1,1,3,1,1,3,3,1,1,not British,Very dissatisfied,to stay in the EU and try to increase the EUs powers,Yes,Remain a member of the European Union,Remain a member of the European Union 
Male,Other Christian,Yes,Item not applicable,Labour,5,Health,"Reduce taxes and spend less on health, education and soc",Yes,Other answer ,2,5,5,2,1,5,2,2,2,2,1,5,2,2,1,not British,Quite satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Labour,5,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,4,4,5,2,4,2,2,2,2,2,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,Don’t know,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion,Yes,Item not applicable,Labour,3,Schedule not applicable,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too low and cause,2,4,4,2,2,2,2,2,2,2,4,3,2,4,2,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Green Party,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,9,9,1,1,1,1,1,2,1,4,3,3,3,2,British not (English/Scottish/Welsh),Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England, No, No,Labour,2,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,2,2,3,1,2,2,2,2,2,1,3,3,2,1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian, No, No,Other answer ,1,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,4,4,4,4,4,5,4,3,4,2,1,3,4,2,1,More (English/Scottish/Welsh) than British,Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Church of England, No, No,,4,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,2,2,3,3,2,2,2,3,2,3,1,2,2,2,1,More British than (English/Scottish/Welsh),Very satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No,Yes,Conservative,2,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Labour,4,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,not British,Very satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian,Yes,Item not applicable,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,3,2,2,2,3,2,3,2,3,1,2,1,2,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave the European Union,Yes,Leave the European Union,Leave the European Union 
Male,Other Christian,Yes,Item not applicable,Labour,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian, No, No,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,3,4,3,3,2,2,2,3,2,2,2,2,2,More British than (English/Scottish/Welsh),Very satisfied,to stay in the EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,Leave the European Union 
Female,Church of England,Yes,Item not applicable,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,3,3,2,2,2,2,2,2,2,2,3,2,3,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,Other Christian,Refusal,Item not applicable,Item not applicable,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Liberal Democrat,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,3,3,3,2,2,2,2,2,2,1,3,3,2,1,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian, No, No,Liberal Democrat,4,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,2,3,3,3,2,2,3,2,2,2,2,3,3,2,2,British not (English/Scottish/Welsh),Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian,Yes,Item not applicable,Conservative,1,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,2,2,4,2,4,2,3,3,2,1,3,3,2,2,British not (English/Scottish/Welsh),Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,British not (English/Scottish/Welsh),Very satisfied,to leave the European Union,DK/Refusal ,DK/Refusal ,"skip, didnt return SC questionnaire"
Female,No religion, No,Yes,Labour,3,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,4,3,3,1,3,4,4,2,4,3,5,3,3,4,2,Equally (English/Scottish/Welsh) and British,Very satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,2,3,2,3,5,2,2,2,2,5,2,5,2,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,No religion,Yes,Item not applicable,Labour,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,5,1,1,1,2,2,3,3,5,3,4,3,4,British not (English/Scottish/Welsh),Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Church of England,Yes,Item not applicable,Labour,1,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,5,4,4,1,2,1,3,4,3,3,5,5,2,2,4,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England, No,Yes,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,1,2,3,2,2,2,2,2,3,2,3,3,2,2,3,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,,4,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Other,Neither satisfied nor dissatisfied,to stay in the EU and try to increase the EUs powers,DK/Refusal ,Remain a member of the European Union,"skip, didnt return SC questionnaire"
Female,Other Christian,Yes,Item not applicable,Conservative,3,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Quite satisfied,Don’t know,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England, No,Yes,Conservative,3,Help for industry,Keep taxes and spending on these services at the same level,Yes,Don’t know,4,4,4,2,2,3,2,2,3,3,2,3,2,2,3,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Non-Christian, No,Yes,Labour,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,4,3,3,4,3,2,2,3,5,4,2,4,4,British not (English/Scottish/Welsh),Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Don’t know,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,3,3,4,4,2,3,3,3,3,2,3,3,4,1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,to stay in the EU and try to reduce the EUs powers,Yes,Leave the European Union,Leave the European Union 
Female,Other Christian,Yes,Item not applicable,Labour,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,British not (English/Scottish/Welsh),Quite satisfied,to leave things as they are,No,Remain a member of the European Union,"skip, didnt return SC questionnaire"
Male,Other Christian, No,Yes,Conservative,2,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,4,3,3,3,3,4,4,3,3,4,3,2,2,2,3,not British,Very satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion,Yes,Item not applicable,Conservative,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian, No, No,,4,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,3,3,9,1,3,5,1,1,1,3,3,3,1,1,1,More (English/Scottish/Welsh) than British,Quite dissatisfied,Don’t know,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No,Yes,Labour,2,Housing,"Increase tax and spend more on health, education and social benefits",Yes,Neither,4,4,2,2,1,4,4,2,4,1,5,2,2,2,4,More (English/Scottish/Welsh) than British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Liberal Democrat,2,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,5,4,5,1,1,3,1,1,2,1,5,4,5,4,4,Other,Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Roman Catholic, No, No,,3,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,4,4,3,2,2,3,2,2,2,1,5,4,2,2,2,More British than (English/Scottish/Welsh),Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Labour,3,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,3,3,4,3,3,2,2,2,3,2,3,3,2,2,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to stay in the EU and try to increase the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Labour,2,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,3,3,1,2,3,3,1,3,3,3,3,2,3,3,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian,Yes,Item not applicable,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,3,3,2,1,1,1,1,2,1,1,1,2,1,1,not British,Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,Other Christian, No, No,Refused to say,1,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Labour,4,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,More (English/Scottish/Welsh) than British,Quite satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Labour,1,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,5,5,5,1,1,1,1,1,1,1,5,4,3,5,3,Other,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Non-Christian, No, No,Labour,3,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Other,Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Scottish National Party,2,Roads,"Increase tax and spend more on health, education and social benefits",Yes,Other answer ,3,4,4,2,2,4,2,2,2,2,4,3,3,2,2,More (English/Scottish/Welsh) than British,Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Roman Catholic,Yes,Item not applicable,Labour,1,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,4,2,2,9,3,2,2,3,4,4,3,2,2,British not (English/Scottish/Welsh),Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian, No, No,,5,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,3,3,4,2,2,2,1,2,2,2,2,2,1,2,1,More British than (English/Scottish/Welsh),Quite satisfied,Don’t know,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian,Yes,Item not applicable,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,3,3,4,4,4,3,3,3,2,4,3,1,3,3,Other,Quite satisfied,to leave the European Union,Yes,Leave the European Union,Leave the European Union 
Female,No religion, No, No,,5,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Other answer ,2,4,4,2,1,4,2,2,4,4,2,3,4,2,2,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,Refused to say,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,none,Quite dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian, No,Yes,Conservative,3,Defence,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,More (English/Scottish/Welsh) than British,Very satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Don’t know,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,1,1,3,3,3,2,2,2,2,2,2,3,3,2,2,not British,Quite dissatisfied,to leave the European Union,No,Leave the European Union,"skip, didnt return SC questionnaire"
Female,Other Christian,Yes,Item not applicable,Labour,2,Defence,Keep taxes and spending on these services at the same level,Yes,Neither,3,3,3,2,2,4,4,2,3,2,3,2,3,3,2,not British,Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion,Yes,Item not applicable,Labour,3,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,3,3,3,2,2,3,2,2,2,2,5,3,2,3,2,Equally (English/Scottish/Welsh) and British,Very dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,,4,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Refused to say,4,Health,"Increase tax and spend more on health, education and social benefits",No,Neither,4,4,4,2,2,2,2,3,2,3,5,2,2,2,3,More British than (English/Scottish/Welsh),Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion,Yes,Item not applicable,Labour,4,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,not British,Very satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Labour,1,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,4,4,4,4,3,4,4,4,4,4,4,3,4,3,2,More British than (English/Scottish/Welsh),Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian, No,Yes,Labour,3,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,Don’t know,3,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No,Yes,Liberal Democrat,2,Social security benefits,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,5,5,2,1,2,4,1,1,1,1,5,3,5,4,3,Other,Quite dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian, No,Yes,Liberal Democrat,1,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,4,4,3,3,2,4,3,2,4,3,4,4,4,3,3,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No,Yes,Liberal Democrat,2,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,4,4,3,2,2,3,3,2,4,3,5,2,5,4,2,British not (English/Scottish/Welsh),Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion,Yes,Item not applicable,Labour,3,Education,"Increase tax and spend more on health, education and social benefits",Yes,Neither,4,4,4,2,2,3,2,2,4,1,5,4,2,4,3,More British than (English/Scottish/Welsh),Quite satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Non-Christian, No, No,Other answer ,3,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,3,3,3,4,3,4,4,3,4,4,3,2,2,3,3,Other,Very satisfied,to work for the formation of a single European government,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian,Yes,Item not applicable,Labour,3,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,,5,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,not British,Very dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion,Yes,Item not applicable,Scottish National Party,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,4,3,2,3,2,2,2,2,1,2,2,2,2,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
