Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,Indust4,BigBusnn,NatIdGB,tradvals,stifsent,NHSSat,ECPolicy2,EURefV2,EURefb,CovWk1,CovWk2,CovWk3,deathapp,censor,wronglaw
Female,Other Christian, No,Yes,Labour,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,4,3,3,3,3,2,3,3,3,none of these,2,3,Item not applicable,Be part in the EU and try to increase EU powers,Yes,Remain a member of the European Union,5,5,5,5,2,3
Male,No religion,Yes,Item not applicable,Liberal Democrat,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,2,3,3,2,2,2,2,3,4,3,Equally (English/Scottish/Welsh) and British,3,2,Item not applicable,Be part in the EU and try to increase EU powers,Prefer not to say ,Remain a member of the European Union,3,3,5,5,5,3
Female,Roman Catholic,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,3,1,1,1,2,2,2,2,More British than (English/Scottish/Welsh),4,4,Item not applicable,Be part of the EU and keep EU powers as they are,Prefer not to say ,Remain a member of the European Union,-1,-1,-1,5,4,4
Female,Roman Catholic, No,Yes,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,1,2,2,1,2,2,2,Other,3,3,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,5,5,5,3,4
Female,Church of England,Yes,Item not applicable,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,4,2,1,2,4,4,4,4,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,2
Female,No religion,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,1,1,3,2,2,3,2,British not (English/Scottish/Welsh),3,3,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,5,3
Male,No religion, No, No,Green Party,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,1,1,British not (English/Scottish/Welsh),2,4,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,-1,-1,-1,5,5,5
Female,No religion, No,Yes,Liberal Democrat,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,4,5,1,1,1,1,1,5,1,Equally (English/Scottish/Welsh) and British,5,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,4,4
Male,Other Christian, No, No,Liberal Democrat,3,Item not applicable,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too low and cause hardship,3,4,3,2,3,2,2,1,3,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Prefer not to say ,Remain a member of the European Union,2,4,2,5,2,2
Female,Non-Christian, No, No,Liberal Democrat,4,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,3,3,2,1,1,1,1,1,1,1,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Prefer not to say ,Remain a member of the European Union,2,3,2,5,2,2
Male,No religion,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,1,1,Other,3,3,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,5,4,4
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,2,1,Equally (English/Scottish/Welsh) and British,4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,2,5,2,4
Female,No religion,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,3,1,British not (English/Scottish/Welsh),5,5,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,5,5
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,3,3,1,1,2,1,2,2,2,More (English/Scottish/Welsh) than British,5,2,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,5,2,4
Female,No religion,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,2,2,2,4,3,Equally (English/Scottish/Welsh) and British,4,4,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,5,4,5,2,4
Female,No religion, No,Yes,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,2,2,2,2,2,More British than (English/Scottish/Welsh),3,4,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,-1,-1,-1,2,2,2
Female,No religion, No, No,Green Party,4,Education,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too low and cause hardship,3,3,3,3,3,3,2,2,2,2,British not (English/Scottish/Welsh),4,3,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",1,5,4,5,3,4
Female,No religion,Yes,Item not applicable,Liberal Democrat,3,Housing,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too low and cause hardship,3,3,3,2,3,2,2,2,2,2,British not (English/Scottish/Welsh),2,1,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,2
Male,No religion, No,Yes,Green Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,3,4,2,2,2,3,3,4,3,More (English/Scottish/Welsh) than British,4,3,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,5,5,4
Female,Church of England,Yes,Item not applicable,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,4,4,2,1,2,2,2,2,2,British not (English/Scottish/Welsh),4,3,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,2,5
Female,Church of England, No, No,Green Party,4,Health,"Increase tax and spend more on health, education and social benefits",Refusal,benefits for unemployed people are too high and disc,4,4,4,4,1,1,1,1,3,1,Equally (English/Scottish/Welsh) and British,2,1,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,1
Male,Church of England, No, No,Green Party,5,Defence,"Increase tax and spend more on health, education and social benefits",Refusal,benefits for unemployed people are too high and disc,5,5,4,1,1,1,1,1,4,1,Equally (English/Scottish/Welsh) and British,2,1,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,1,1
Male,Non-Christian,Yes,Item not applicable,Labour,2,Housing,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,4,5,1,1,2,2,3,4,3,Equally (English/Scottish/Welsh) and British,4,4,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Female,Other Christian,Yes,Item not applicable,Labour,1,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,3,1,British not (English/Scottish/Welsh),4,4,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,2
Male,Other Christian,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,4,5,2,4,5,4,3,3,Equally (English/Scottish/Welsh) and British,3,2,Item not applicable,Be part of the EU and keep EU powers as they are,Prefer not to say ,Remain a member of the European Union,-1,-1,-1,3,3,2
Female,Other Christian,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,2,5,1,1,1,1,1,1,1,1,Other,3,1,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Prefer not to say ,Remain a member of the European Union,5,5,2,1,5,3
Female,No religion, No, No,Don’t know,4,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,3,1,3,4,3,3,4,3,Equally (English/Scottish/Welsh) and British,4,3,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,4,3,3
Female,No religion,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,3,4,3,5,4,4,4,4,Equally (English/Scottish/Welsh) and British,2,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,1
Female,No religion,Yes,Item not applicable,Labour,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,2,5,5,1,1,2,1,1,1,1,Other,4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,5,4
Female,Roman Catholic,Yes,Item not applicable,Liberal Democrat,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,3,3,3,2,4,3,3,3,3,Other,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,2,2
Female,Non-Christian,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,2,2,3,3,3,5,4,3,4,3,Equally (English/Scottish/Welsh) and British,2,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,1,1,3
Male,Non-Christian,Yes,Item not applicable,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,2,2,1,4,2,2,4,2,not British,4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,2
Male,Church of England, No,Yes,Conservative,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,3,3,2,1,2,4,4,3,4,British not (English/Scottish/Welsh),3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,5,3,2,1,2
Male,Other Christian, No,Yes,Labour,3,Housing,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,2,4,2,4,2,More British than (English/Scottish/Welsh),4,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,2
Male,No religion, No,Yes,Liberal Democrat,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,2,3,3,3,2,Equally (English/Scottish/Welsh) and British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,2
Male,No religion, No,Yes,Liberal Democrat,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,4,4,3,2,2,2,2,1,2,1,More (English/Scottish/Welsh) than British,3,3,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,4,4,4,4,4,3
Female,No religion, No,Yes,Liberal Democrat,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,4,4,4,3,2,4,2,2,2,2,British not (English/Scottish/Welsh),3,3,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,4,5,4,5,5,3
Female,Other Christian, No,Yes,Conservative,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,4,2,2,4,2,3,2,4,Other,3,4,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",2,5,4,4,4,4
Female,Other Christian, No,Yes,Conservative,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,4,4,2,3,4,2,2,2,2,Other,2,4,Very dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,3
Male,Non-Christian,Yes,Item not applicable,Conservative,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,3,3,2,2,2,2,2,2,2,More British than (English/Scottish/Welsh),2,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,1
Female,Roman Catholic, No,Yes,none ,3,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,2,3,3,3,2,2,2,1,2,Equally (English/Scottish/Welsh) and British,2,2,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,3,3
Female,Non-Christian, No, No,none ,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,2,3,3,3,3,2,Equally (English/Scottish/Welsh) and British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,3,3,4,3,3
Female,Non-Christian, No,Yes,Labour,4,Item not applicable,Keep taxes and spending on these services at the same level,No,Don’t know,3,3,3,3,2,3,3,3,2,3,British not (English/Scottish/Welsh),4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,3
Male,Non-Christian, No,Yes,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,3,2,3,2,2,2,4,2,More (English/Scottish/Welsh) than British,3,4,Item not applicable,Be outside EU,Yes,I would not vote ,-1,-1,-1,2,5,4
Male,other, No, No,none ,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,3,3,2,2,3,2,2,3,2,British not (English/Scottish/Welsh),3,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,5,5,5,3,3,2
Female,Church of England, No,Yes,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,4,4,3,2,3,3,2,3,3,3,More British than (English/Scottish/Welsh),2,1,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,3,2,2
Female,Non-Christian,Yes,Item not applicable,Labour,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,2,3,3,2,2,2,3,2,More British than (English/Scottish/Welsh),4,3,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,3,4,3,4,3,3
Female,Non-Christian, No,Yes,Labour,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,2,3,3,3,2,2,2,2,More British than (English/Scottish/Welsh),3,3,Item not applicable,Don’t know,Yes,Remain a member of the European Union,4,2,2,4,3,3
Female,Non-Christian, No, No,none ,3,Item not applicable,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too high and disc,3,2,1,3,2,4,4,3,2,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,3
Male,No religion,Yes,Item not applicable,Refusal,3,Item not applicable,Keep taxes and spending on these services at the same level,Refusal,benefits for unemployed people are too high and disc,3,3,3,3,3,1,1,2,2,1,Refusal,3,3,Item not applicable,Be part of the EU and keep EU powers as they are,No,Remain a member of the European Union,3,4,4,3,3,3
Female,Other Christian,Yes,Item not applicable,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,2,5,2,2,1,3,2,4,2,More British than (English/Scottish/Welsh),4,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,3,4,1,4
Male,Other Christian,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,3,3,3,3,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,4
Male,Church of England,Yes,Item not applicable,Conservative,1,Item not applicable,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,3,3,4,4,2,4,4,4,5,4,More (English/Scottish/Welsh) than British,2,2,Item not applicable,Be outside EU,Yes,Leave the European Union,4,4,4,5,2,2
Female,Non-Christian,Yes,Item not applicable,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,3,2,3,4,4,2,1,2,2,More (English/Scottish/Welsh) than British,1,2,Item not applicable,Be outside EU,Yes,Leave the European Union,4,5,5,1,2,3
Male,No religion, No,Yes,Liberal Democrat,1,Item not applicable,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,2,3,4,5,4,British not (English/Scottish/Welsh),4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,5,4,4,5
Female,No religion,Yes,Item not applicable,Liberal Democrat,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,2,1,2,1,2,1,2,5,British not (English/Scottish/Welsh),3,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",2,3,2,3,5,4
Female,Other Christian, No, No,Green Party,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,2,4,4,2,2,3,2,3,3,4,Other,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,5,4,4,2
Male,No religion,Yes,Item not applicable,Labour,1,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,4,4,3,2,1,1,1,1,1,More (English/Scottish/Welsh) than British,3,1,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,4,4
Male,Other Christian,Yes,Item not applicable,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,2,3,1,2,3,3,4,3,More (English/Scottish/Welsh) than British,2,3,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,3,3,3
Female,No religion,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,4,5,1,1,1,2,1,2,1,Equally (English/Scottish/Welsh) and British,4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",8,3,3,5,3,3
Male,No religion, No,Yes,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,5,1,2,2,1,1,2,2,More British than (English/Scottish/Welsh),4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,1
Female,Other Christian, No,Yes,Refusal,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,2,4,3,1,1,1,1,1,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Be outside EU,Yes,Leave the European Union,4,5,2,1,1,3
Female,Non-Christian,Yes,Item not applicable,Liberal Democrat,3,Health,Keep taxes and spending on these services at the same level,Refusal,benefits for unemployed people are too high and disc,3,3,3,4,3,2,1,2,2,2,British not (English/Scottish/Welsh),3,3,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,1,4
Male,No religion, No, No,none ,3,Item not applicable,Keep taxes and spending on these services at the same level,No,BOTH: UNEMPLOYMENT BENEFIT CAUSES HARDSHIP BUT CAN T BE HIGH,3,3,2,3,2,4,1,1,1,2,Equally (English/Scottish/Welsh) and British,1,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,5,5
Male,No religion,Yes,Item not applicable,Conservative,1,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,3,2,2,1,5,2,4,4,3,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,1,1,1
Male,No religion, No, No,Labour,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,4,3,3,2,2,2,2,2,2,British not (English/Scottish/Welsh),2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,3,4
Female,Other Christian,Yes,Item not applicable,Brexit Party,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,2,4,3,2,1,1,1,2,Equally (English/Scottish/Welsh) and British,1,1,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,1,3
Male,No religion, No, No,Green Party,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,3,3,2,2,3,2,3,3,3,More (English/Scottish/Welsh) than British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,3,2
Female,Other Christian,Yes,Item not applicable,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,4,4,4,4,2,4,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,4,2,3
Female,No religion, No,Yes,Green Party,1,Social security benefits,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,5,5,1,1,2,1,2,3,3,More (English/Scottish/Welsh) than British,4,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,4
Male,No religion, No, No,Liberal Democrat,2,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,4,3,3,3,2,2,1,1,2,1,More British than (English/Scottish/Welsh),3,4,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,4,5,4,2
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,1,1,British not (English/Scottish/Welsh),5,5,Item not applicable,to work for the formation of a single European government,Yes,Remain a member of the European Union,4,4,2,5,5,5
Male,No religion,Yes,Item not applicable,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,3,3,2,4,2,2,4,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,4,2
Female,Other Christian,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,2,3,3,3,3,3,3,3,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,3,3,2,1,2
Male,No religion, No,Yes,Liberal Democrat,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,1,1,1,2,1,British not (English/Scottish/Welsh),3,3,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,4,3
Female,No religion, No,Yes,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,3,3,4,4,4,2,5,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Be outside EU,Yes,Leave the European Union,5,5,5,2,2,2
Male,No religion,Yes,Item not applicable,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,3,3,4,4,4,2,2,2,2,not British,3,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,4,4,2
Female,No religion,Yes,Item not applicable,Green Party,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,2,2,2,3,2,More British than (English/Scottish/Welsh),3,3,Item not applicable,Don’t know,Yes,Remain a member of the European Union,4,4,4,4,3,4
Female,No religion, No, No,Green Party,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,4,4,2,3,3,3,3,3,2,Other,4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,2,3
Male,No religion, No, No,none ,5,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,3,3,1,1,1,1,1,3,1,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,1,1,1
Female,No religion, No, No,none ,5,Item not applicable,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,5,3,3,1,1,1,1,1,1,1,More (English/Scottish/Welsh) than British,1,2,Item not applicable,Be outside EU,Yes,Leave the European Union,3,3,3,1,1,1
Male,Church of England,Yes,Item not applicable,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,2,4,3,2,4,4,4,2,5,More (English/Scottish/Welsh) than British,1,1,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,2,2
Female,Church of England,Yes,Item not applicable,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,1,2,4,2,5,4,5,5,4,More (English/Scottish/Welsh) than British,2,1,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,2,2
Male,Other Christian, No,Yes,Conservative,2,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,3,3,2,2,3,3,3,2,3,Equally (English/Scottish/Welsh) and British,2,2,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,3
