Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,Indust4,BigBusnn,tradvals,stifsent,NatIdGB,NHSSat,ECPolicy2,EURefV2,EURefb,CovWk1,CovWk2,CovWk3,deathapp,wronglaw,censor
Male,No religion, No,Yes,Conservative,2,Education,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,3,3,3,3,3,3,2,3,2,3,2,2,More (English/Scottish/Welsh) than British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,4,4,5
Female,Church of England,Yes,Item not applicable,Conservative,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,2,4,2,4,3,3,4,4,2,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,2,2
Female,No religion, No, No,Green Party,5,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,4,3,3,3,2,2,2,1,3,2,not British,Neither satisfied nor dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,4,4,4,3,3,4
Male,No religion, No, No,Green Party,5,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,4,3,3,3,2,2,2,2,3,2,not British,Quite satisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,5,5,5,2,3
Female,Roman Catholic,Yes,Item not applicable,Conservative,1,Help for industry,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,3,2,4,3,3,2,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,3,3,2,3,3,4
Male,Church of England,Yes,Item not applicable,Conservative,1,Health,Keep taxes and spending on these services at the same level,Yes,Neither,3,3,2,3,2,2,5,4,5,5,3,4,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,4,4
Female,Other Christian, No, No,none ,3,Health,"Increase tax and spend more on health, education and social benefits",No,Neither,3,3,2,2,3,3,3,3,3,2,3,3,not British,Very dissatisfied,Be outside EU,Yes,Leave the European Union,8,8,8,5,4,3
Male,No religion, No, No,Conservative,1,Education,"Increase tax and spend more on health, education and social benefits",Yes,Refusal,4,4,3,2,2,4,4,2,2,2,3,3,British not (English/Scottish/Welsh),Neither satisfied nor dissatisfied,Refusal,Yes,Remain a member of the European Union,-1,-1,-1,5,2,5
Female,Church of England, No, No,Conservative,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,3,3,3,3,3,2,2,2,2,2,1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be outside EU,Yes,Leave the European Union,5,5,5,3,2,2
Male,No religion, No,Yes,Conservative,3,Roads,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,9,3,9,9,9,2,2,More British than (English/Scottish/Welsh),Neither satisfied nor dissatisfied,Refusal,Yes,Remain a member of the European Union,5,5,5,3,2,2
Male,No religion, No,Yes,Labour,4,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,3,2,2,2,2,2,4,2,3,3,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,4,3,3,3,4,2
Male,Non-Christian,Yes,Item not applicable,Liberal Democrat,1,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,2,1,1,1,1,4,4,Other,Very dissatisfied,to work for the formation of a single European government,Yes,Remain a member of the European Union,4,4,3,1,5,5
Male,No religion,Yes,Item not applicable,Liberal Democrat,1,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,4,3,2,2,4,3,3,4,3,3,3,Equally (English/Scottish/Welsh) and British,Very satisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,4,3,3
Female,Other Christian, No,Yes,Green Party,2,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,1,4,4,3,4,5,4,3,4,1,1,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,No,Remain a member of the European Union,5,5,5,4,4,5
Male,No religion, No,Yes,Green Party,3,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,4,4,1,3,5,2,2,2,4,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,4,2,4
Female,Church of England, No, No,Green Party,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,3,3,3,2,3,3,1,2,3,3,2,1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be outside EU,Yes,I would not vote ,-1,-1,-1,1,3,2
Male,Other Christian, No, No,Green Party,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,4,3,3,4,3,3,2,2,2,2,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Prefer not to say,-1,-1,-1,2,2,2
Female,Other Christian,Yes,Item not applicable,Labour,1,Health,Keep taxes and spending on these services at the same level,No,Neither,4,4,4,4,2,4,3,4,4,4,2,2,not British,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,I would not vote ,-1,-1,-1,4,4,3
Male,Other Christian,Yes,Item not applicable,Conservative,2,Police and prisons,Keep taxes and spending on these services at the same level,No,Neither,4,3,2,3,2,5,4,3,5,4,1,1,not British,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,2,2,3
Female,other, No,Yes,Conservative,2,Education,Refusal,Yes,benefits for unemployed people are too high and disc,2,2,2,8,1,5,2,3,2,2,2,1,More British than (English/Scottish/Welsh),Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,-1,-1,-1,1,1,1
Male,Other Christian,Yes,Item not applicable,Conservative,2,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,4,4,3,5,4,4,4,2,2,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,4,3,2
Female,Other Christian, No, No,none ,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,2,3,3,3,3,3,2,2,2,3,2,2,British not (English/Scottish/Welsh),Quite satisfied,Don’t know,No,I would not vote ,3,4,4,1,3,1
Male,Church of England,Yes,Item not applicable,Conservative,3,Police and prisons,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,3,3,2,1,4,3,4,2,3,2,1,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,1,3,1
Female,Church of England,Yes,Item not applicable,Conservative,2,Housing,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,4,3,2,2,4,2,2,3,3,2,3,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,4,3,2
Female,Church of England, No,Yes,Labour,2,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,4,4,2,3,2,3,2,3,2,3,3,British not (English/Scottish/Welsh),Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,2,4,3
Male,Other Christian,Yes,Item not applicable,Labour,1,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,3,4,2,2,1,1,2,4,1,3,3,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,4,5,3,4,4,3
Female,No religion,Yes,Item not applicable,Conservative,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,1,3,5,4,5,5,5,5,3,5,1,not British,Quite satisfied,Be outside EU,Yes,Leave the European Union,5,5,5,2,2,1
Female,No religion,Yes,Item not applicable,Conservative,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,2,4,4,4,5,4,4,5,4,4,2,not British,Very satisfied,Be outside EU,Yes,Leave the European Union,5,5,5,4,2,1
Male,No religion,Yes,Item not applicable,Conservative,2,Education,Refusal,Yes,Neither,3,4,4,2,2,4,3,3,4,4,3,2,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,4,2,3
Female,No religion,Yes,Item not applicable,Labour,1,Social security benefits,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,1,1,5,4,More British than (English/Scottish/Welsh),Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,3,4,2,5,4,4
Female,No religion, No, No,none ,5,Don’t know,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,2,3,4,3,4,4,3,4,2,3,2,Don’t know,Neither satisfied nor dissatisfied,Don’t know,Prefer not to say ,I would not vote ,-1,-1,-1,4,4,4
Male,No religion, No, No,none ,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,2,3,4,3,3,5,2,3,2,3,3,none of these,Neither satisfied nor dissatisfied,Be part of the EU and keep EU powers as they are,Prefer not to say ,Remain a member of the European Union,5,5,5,4,5,4
Female,Other Christian,Yes,Item not applicable,Labour,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,4,3,2,2,2,2,2,4,2,5,3,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,5,5,5,5,2,2
Male,No religion, No,Yes,Labour,4,Roads,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,4,2,4,2,4,2,3,2,4,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,Refusal,Prefer not to say ,I would not vote ,-1,-1,-1,4,2,4
Female,Other Christian, No, No,Green Party,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,2,4,4,4,4,2,2,1,1,1,1,More (English/Scottish/Welsh) than British,Very dissatisfied,Be part of EU EU and try to reduce the EUs powers,No,Leave the European Union,-1,-1,-1,2,4,4
Female,No religion, No,Yes,Conservative,2,Police and prisons,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,2,2,3,3,4,2,3,3,3,2,1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,5,5,5,2,3,3
Male,No religion, No, No,none ,4,Roads,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,1,1,2,4,4,3,2,3,2,2,1,1,not British,Very satisfied,Be outside EU,No,Leave the European Union,5,5,5,1,3,3
Female,other,Yes,Item not applicable,Conservative,2,Housing,Keep taxes and spending on these services at the same level,Yes,ABOUT RIGHT/IN BETWEEN,4,5,3,1,1,2,2,1,1,1,1,1,More British than (English/Scottish/Welsh),Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,-1,-1,-1,1,1,1
Female,Other Christian,Yes,Item not applicable,Labour,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,3,4,3,3,3,4,2,2,2,2,2,not British,Very satisfied,Be part of EU EU and try to reduce the EUs powers,No,Remain a member of the European Union,5,5,5,3,5,2
Female,Other Christian, No, No,none ,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,3,3,3,1,3,2,2,3,2,2,2,Equally (English/Scottish/Welsh) and British,Very dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,4,2,2
Male,Roman Catholic, No, No,none ,3,Housing,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,2,2,2,3,2,4,2,2,2,3,2,2,Other,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,3,3,2,2,3,2
Female,No religion, No, No,none ,5,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,2,2,3,4,5,4,3,4,2,2,1,Other,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,No,Remain a member of the European Union,-1,-1,-1,1,4,2
Female,Non-Christian, No, No,none ,4,Social security benefits,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,5,5,2,2,2,5,3,3,2,3,5,1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,2,5,1
Female,Other Christian,Yes,Item not applicable,Conservative,3,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,4,3,3,2,3,3,3,4,2,4,2,More British than (English/Scottish/Welsh),Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,4,4,2
Female,No religion, No,Yes,Conservative,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,3,4,2,2,2,3,4,2,4,2,3,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,3,2
Male,No religion, No, No,Liberal Democrat,3,Defence,Keep taxes and spending on these services at the same level,Yes,Neither,3,3,3,3,2,2,4,4,4,4,4,4,More British than (English/Scottish/Welsh),Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,2,4
Female,No religion,Yes,Item not applicable,Green Party,1,Housing,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,1,1,5,5,Other,Quite dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,4,5,5,5,5,5
Male,No religion, No, No,none ,4,Health,"Reduce taxes and spend less on health, education and soc",Refusal,benefits for unemployed people are too low and cause hardship,4,4,3,2,4,3,2,2,3,2,3,3,Other,Don’t know,Be outside EU,No,Leave the European Union,-1,-1,-1,3,4,4
Female,No religion, No, No,none ,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,4,3,2,3,5,3,3,2,3,1,2,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,No,Remain a member of the European Union,5,5,5,5,2,3
Female,Church of England,Yes,Item not applicable,Conservative,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,4,2,4,5,4,4,4,3,2,1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,4,5,5,4,4,2
Male,No religion, No,Yes,Conservative,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,4,4,2,2,2,4,2,5,4,3,4,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,4,5,5,5,3,5
Female,Church of England,Yes,Item not applicable,Conservative,3,Police and prisons,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,4,4,2,2,5,3,4,3,2,3,1,Equally (English/Scottish/Welsh) and British,Very satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,1,2,3
Male,No religion, No, No,none ,5,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,1,2,3,3,3,3,3,3,3,3,3,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,Don’t know,No,I would not vote ,5,5,5,3,3,3
Male,No religion,Yes,Item not applicable,Labour,2,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,3,4,4,2,2,2,1,3,4,1,4,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,4,4,4,5,2,2
Male,Other Christian,Yes,Item not applicable,Labour,2,Overseas aid,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,2,1,5,3,More British than (English/Scottish/Welsh),Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,5,5,4
Female,Other Christian,Yes,Item not applicable,Labour,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,2,1,1,3,2,4,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,3,4,2,5,3,3
Male,Roman Catholic, No,Yes,Liberal Democrat,2,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,3,2,1,1,2,1,3,3,Other,Neither satisfied nor dissatisfied,Be part in the EU and try to increase EU powers,Prefer not to say ,Remain a member of the European Union,3,5,5,5,4,5
Female,Other Christian,Yes,Item not applicable,Conservative,3,Police and prisons,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,8,2,3,3,4,2,2,2,2,1,1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,4,4,4,3,2,2
Male,No religion,Yes,Item not applicable,Conservative,2,Police and prisons,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,2,3,3,3,3,3,3,4,2,1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be outside EU,Yes,Leave the European Union,5,4,4,2,2,2
Female,No religion,Yes,Item not applicable,Conservative,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,4,3,3,2,3,3,3,3,3,3,4,More (English/Scottish/Welsh) than British,Neither satisfied nor dissatisfied,Be outside EU,Yes,Leave the European Union,4,4,4,3,2,2
Female,No religion, No, No,none ,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,2,3,3,2,3,3,3,3,3,3,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part of the EU and keep EU powers as they are,No,I would not vote ,4,4,4,3,3,3
Female,No religion, No, No,none ,1,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,2,2,3,1,1,2,1,2,3,2,Other,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Prefer not to say ,Remain a member of the European Union,3,4,4,3,3,3
Male,No religion, No, No,Liberal Democrat,2,Education,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,3,3,2,4,2,4,3,2,2,4,3,Other,Quite dissatisfied,Be part of the EU and keep EU powers as they are,Prefer not to say ,Remain a member of the European Union,3,5,5,5,4,4
Female,Other Christian, No, No,none ,5,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,4,3,4,2,3,2,2,2,1,2,2,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Refusal,No,I would not vote ,5,5,5,4,4,1
Male,Refusal, No, No,none ,5,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,2,2,1,3,2,3,1,Other,Neither satisfied nor dissatisfied,Be part of the EU and keep EU powers as they are,No,I would not vote ,3,3,3,3,3,2
Female,Church of England,Yes,Item not applicable,Conservative,1,Help for industry,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,2,8,2,5,3,3,2,2,4,1,More (English/Scottish/Welsh) than British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,3,1
Female,No religion, No, No,none ,5,Health,"Increase tax and spend more on health, education and social benefits",Refusal,benefits for unemployed people are too low and cause hardship,3,3,3,1,3,1,1,1,1,1,1,1,not British,Quite dissatisfied,Be outside EU,Prefer not to say ,I would not vote ,-1,-1,-1,3,3,1
Female,Other Christian, No,Yes,Conservative,2,Defence,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,3,3,1,2,3,3,2,4,3,2,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,4,3,2
Female,No religion, No, No,none ,2,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,4,2,3,3,2,1,2,2,2,3,2,More British than (English/Scottish/Welsh),Very dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,5,5,3,3,1
Male,Other Christian, No,Yes,Conservative,4,Roads,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,2,3,3,2,3,2,2,2,1,1,3,3,Equally (English/Scottish/Welsh) and British,Very dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,5,5,5,3,2
Female,No religion, No,Yes,Labour,2,Housing,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,5,4,1,1,1,3,2,3,2,3,4,More British than (English/Scottish/Welsh),Quite satisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,5,2,4
Male,No religion, No, No,Liberal Democrat,5,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,4,4,2,3,2,4,4,4,3,3,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,4,4,4,2,2,4
Female,Other Christian,Yes,Item not applicable,Conservative,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,5,4,4,5,5,2,1,Equally (English/Scottish/Welsh) and British,Very dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,3,4,2
Male,Church of England,Yes,Item not applicable,Conservative,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,3,2,3,3,5,5,5,5,5,2,2,British not (English/Scottish/Welsh),Very dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,4,3,2
Female,Other Christian,Yes,Item not applicable,Conservative,2,Education,Don’t know,No,benefits for unemployed people are too high and disc,4,4,3,2,2,2,2,2,3,2,3,3,British not (English/Scottish/Welsh),Quite satisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,4,4,2
Male,Other Christian,Yes,Item not applicable,Conservative,3,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,3,3,3,4,4,3,5,3,2,2,British not (English/Scottish/Welsh),Quite satisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,3,3
Male,Non-Christian, No, No,Conservative,1,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,3,3,4,4,1,3,1,4,3,British not (English/Scottish/Welsh),Very dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,5,5,5,5,4,5
Female,No religion, No,Yes,Green Party,3,Housing,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,3,2,2,2,1,2,2,2,3,3,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,4,3,3
Female,No religion, No,Yes,Labour,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,3,1,1,1,1,3,2,Other,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Prefer not to say ,Remain a member of the European Union,-1,-1,-1,5,4,3
Female,No religion,Yes,Item not applicable,Liberal Democrat,2,Education,"Increase tax and spend more on health, education and social benefits",Yes,ABOUT RIGHT/IN BETWEEN,4,5,4,1,1,5,5,4,5,5,2,4,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,5,2,3
Female,Church of England,Yes,Item not applicable,Conservative,2,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,4,2,2,2,3,2,2,1,2,2,British not (English/Scottish/Welsh),Very dissatisfied,Be outside EU,Yes,Remain a member of the European Union,5,5,5,5,5,3
Female,Roman Catholic, No, No,none ,3,Health,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,8,8,8,8,8,8,8,8,8,8,8,8,none of these,Quite satisfied,Don’t know,No,Remain a member of the European Union,2,2,2,8,8,8
Female,No religion, No, No,Conservative,3,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,2,2,2,2,1,2,1,2,4,2,none of these,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Prefer not to say ,Remain a member of the European Union,-1,-1,-1,5,4,4
Male,No religion, No,Yes,Conservative,3,Police and prisons,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,4,3,3,1,5,5,4,3,4,1,1,More (English/Scottish/Welsh) than British,Quite satisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,1,2,2
Female,No religion, No, No,Liberal Democrat,1,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,2,3,2,3,3,3,3,More British than (English/Scottish/Welsh),Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,3,3
Female,No religion, No, No,Liberal Democrat,4,Social security benefits,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,5,1,2,5,3,4,5,4,3,3,British not (English/Scottish/Welsh),Quite satisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,4,2,2
Male,No religion,Yes,Item not applicable,Liberal Democrat,3,Housing,"Increase tax and spend more on health, education and social benefits",No,Other answer ,4,5,5,2,2,4,4,3,4,3,3,3,Equally (English/Scottish/Welsh) and British,Very satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,2,4
Male,Refusal, No, No,Don’t know,3,Health,Refusal,No,Don’t know,8,8,8,8,8,8,9,8,3,8,2,1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be outside EU,Yes,Dont know,5,5,5,2,8,2
Female,Church of England,Yes,Item not applicable,Conservative,3,Health,Refusal,No,Neither,4,4,4,9,3,5,9,9,4,9,2,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,5,5,5,2,3,2
Female,No religion, No,Yes,Labour,2,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,4,1,1,2,2,2,3,2,3,3,not British,Quite dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,4,4,4,4,4
